,align,no_align,time,distance,n_proj,n_epochs,seed,subject,target_subject,multifreq,reg,cross_subject
276,0.6703703703703704,0.5222222222222223,0.6869535446166992,spdsw,500,80,7490,1,3,False,1.0,True
277,0.5645756457564576,0.5055350553505535,0.6827423572540283,spdsw,500,80,7490,1,7,False,1.0,True
278,0.6704545454545454,0.39015151515151514,0.6821088790893555,spdsw,500,80,7490,1,8,False,1.0,True
279,0.4767932489451477,0.26582278481012656,0.6722190380096436,spdsw,500,80,7490,1,9,False,1.0,True
280,0.6776556776556777,0.3443223443223443,0.6804320812225342,spdsw,500,80,7490,3,1,False,1.0,True
281,1.0,1.0,0.0,spdsw,500,80,7490,3,3,False,1.0,True
282,0.6642066420664207,0.30996309963099633,0.6771576404571533,spdsw,500,80,7490,3,7,False,1.0,True
283,0.7007575757575758,0.4962121212121212,0.7576718330383301,spdsw,500,80,7490,3,8,False,1.0,True
284,0.5358649789029536,0.2742616033755274,0.6729247570037842,spdsw,500,80,7490,3,9,False,1.0,True
285,0.6007326007326007,0.5201465201465202,0.6759400367736816,spdsw,500,80,7490,7,1,False,1.0,True
286,0.6814814814814815,0.5333333333333333,0.6773772239685059,spdsw,500,80,7490,7,3,False,1.0,True
287,1.0,1.0,0.0,spdsw,500,80,7490,7,7,False,1.0,True
288,0.5909090909090909,0.26136363636363635,0.6770308017730713,spdsw,500,80,7490,7,8,False,1.0,True
