,align,no_align,time,distance,n_proj,n_epochs,seed,subject,target_subject,multifreq,reg,dataset,resample,epoch_tmin,epoch_tmax,cov_fs,cov_time_window,cross_subject,lr
390,0.5,0.595,2.3288426399230957,spdsw,500,500,7066,9,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
391,0.535,0.545,7.029124975204468,spdsw,500,500,7066,9,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
392,1.0,1.0,0.0,spdsw,500,500,7066,9,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
393,0.515,0.6,2.3699231147766113,spdsw,500,500,7066,9,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
394,0.395,0.45,2.2636282444000244,spdsw,500,500,7066,9,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
395,0.545,0.57,2.2680020332336426,spdsw,500,500,7066,9,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
396,0.855,0.5,2.258364200592041,spdsw,500,500,7066,10,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
397,0.785,0.575,2.320133686065674,spdsw,500,500,7066,10,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
398,0.515,0.58,2.2883851528167725,spdsw,500,500,7066,10,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
399,0.675,0.665,2.3315892219543457,spdsw,500,500,7066,10,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
400,0.56,0.5,2.2515127658843994,spdsw,500,500,7066,10,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
401,0.55,0.535,2.332803726196289,spdsw,500,500,7066,10,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
402,0.505,0.525,2.2594408988952637,spdsw,500,500,7066,10,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
403,0.54,0.595,2.3221473693847656,spdsw,500,500,7066,10,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
404,0.505,0.53,2.2637243270874023,spdsw,500,500,7066,10,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
405,1.0,1.0,0.0,spdsw,500,500,7066,10,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
406,0.6,0.48,2.318671226501465,spdsw,500,500,7066,10,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
407,0.48,0.51,4.246305227279663,spdsw,500,500,7066,10,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
408,0.51,0.5,3.5170702934265137,spdsw,500,500,7066,11,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
409,0.59,0.565,2.2623376846313477,spdsw,500,500,7066,11,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
410,0.41,0.47,2.325089693069458,spdsw,500,500,7066,11,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
411,0.6,0.58,2.2676939964294434,spdsw,500,500,7066,11,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
412,0.51,0.505,2.269033908843994,spdsw,500,500,7066,11,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
413,0.485,0.47,2.2700581550598145,spdsw,500,500,7066,11,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
414,0.5,0.415,2.2819366455078125,spdsw,500,500,7066,11,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
415,0.485,0.625,2.4099788665771484,spdsw,500,500,7066,11,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
416,0.49,0.49,2.2582318782806396,spdsw,500,500,7066,11,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
417,0.515,0.535,2.3253934383392334,spdsw,500,500,7066,11,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
418,1.0,1.0,0.0,spdsw,500,500,7066,11,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
419,0.43,0.46,2.2661688327789307,spdsw,500,500,7066,11,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
420,0.55,0.545,2.263648271560669,spdsw,500,500,7066,12,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
421,0.6,0.46,2.2885582447052,spdsw,500,500,7066,12,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
422,0.645,0.495,2.2609505653381348,spdsw,500,500,7066,12,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
423,0.45,0.325,2.3291850090026855,spdsw,500,500,7066,12,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
424,0.495,0.465,2.2735490798950195,spdsw,500,500,7066,12,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
425,0.5,0.5,2.266845226287842,spdsw,500,500,7066,12,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
426,0.49,0.55,2.350421905517578,spdsw,500,500,7066,12,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
427,0.54,0.505,2.2760140895843506,spdsw,500,500,7066,12,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
428,0.555,0.595,2.2596096992492676,spdsw,500,500,7066,12,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
429,0.48,0.52,2.2855608463287354,spdsw,500,500,7066,12,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
430,0.37,0.385,2.274456262588501,spdsw,500,500,7066,12,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
431,1.0,1.0,0.0,spdsw,500,500,7066,12,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
432,1.0,1.0,0.0,spdsw,500,500,1884,1,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
433,0.93,0.5,2.234445333480835,spdsw,500,500,1884,1,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
434,0.83,0.505,2.268557071685791,spdsw,500,500,1884,1,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
435,0.85,0.5,2.271182060241699,spdsw,500,500,1884,1,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
436,0.765,0.5,2.253715991973877,spdsw,500,500,1884,1,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
437,0.52,0.515,2.3640847206115723,spdsw,500,500,1884,1,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
438,0.625,0.5,2.2707064151763916,spdsw,500,500,1884,1,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
439,0.53,0.5,2.2714295387268066,spdsw,500,500,1884,1,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
440,0.595,0.5,2.333944320678711,spdsw,500,500,1884,1,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
441,0.625,0.5,2.2609310150146484,spdsw,500,500,1884,1,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
442,0.56,0.5,2.254054069519043,spdsw,500,500,1884,1,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
443,0.535,0.5,2.301360607147217,spdsw,500,500,1884,1,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
444,0.975,0.5,2.305131435394287,spdsw,500,500,1884,2,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
445,1.0,1.0,0.0,spdsw,500,500,1884,2,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
446,0.82,0.64,2.3234763145446777,spdsw,500,500,1884,2,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
447,0.86,0.82,2.277468681335449,spdsw,500,500,1884,2,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
448,0.62,0.51,2.283094644546509,spdsw,500,500,1884,2,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
449,0.595,0.5,2.2612791061401367,spdsw,500,500,1884,2,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
450,0.615,0.605,2.2963151931762695,spdsw,500,500,1884,2,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
451,0.51,0.52,2.3026344776153564,spdsw,500,500,1884,2,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
452,0.55,0.575,2.263540506362915,spdsw,500,500,1884,2,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
453,0.565,0.565,2.2728984355926514,spdsw,500,500,1884,2,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
454,0.51,0.51,2.301410675048828,spdsw,500,500,1884,2,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
455,0.555,0.51,2.2719216346740723,spdsw,500,500,1884,2,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
456,0.95,0.83,2.245962142944336,spdsw,500,500,1884,3,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
457,0.89,0.605,2.3167054653167725,spdsw,500,500,1884,3,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
458,1.0,1.0,0.0,spdsw,500,500,1884,3,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
459,0.8,0.61,2.300067663192749,spdsw,500,500,1884,3,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
460,0.695,0.5,2.23305082321167,spdsw,500,500,1884,3,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
461,0.575,0.545,2.3112168312072754,spdsw,500,500,1884,3,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
462,0.56,0.51,2.2801260948181152,spdsw,500,500,1884,3,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
463,0.555,0.5,2.2672183513641357,spdsw,500,500,1884,3,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
464,0.55,0.5,2.3600189685821533,spdsw,500,500,1884,3,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
465,0.495,0.5,2.2637393474578857,spdsw,500,500,1884,3,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
466,0.43,0.5,2.266209363937378,spdsw,500,500,1884,3,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
467,0.57,0.5,2.331940174102783,spdsw,500,500,1884,3,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
468,0.905,0.5,2.2600884437561035,spdsw,500,500,1884,4,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
469,0.835,0.82,2.2640373706817627,spdsw,500,500,1884,4,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
470,0.76,0.655,2.3210461139678955,spdsw,500,500,1884,4,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
471,1.0,1.0,0.0,spdsw,500,500,1884,4,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
472,0.64,0.505,2.2676308155059814,spdsw,500,500,1884,4,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
473,0.555,0.535,2.2511188983917236,spdsw,500,500,1884,4,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
474,0.59,0.58,2.3238978385925293,spdsw,500,500,1884,4,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
475,0.515,0.495,2.2667486667633057,spdsw,500,500,1884,4,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
476,0.555,0.54,2.250293254852295,spdsw,500,500,1884,4,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
477,0.54,0.565,2.294942617416382,spdsw,500,500,1884,4,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
478,0.51,0.54,2.272796869277954,spdsw,500,500,1884,4,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
479,0.495,0.515,2.275982618331909,spdsw,500,500,1884,4,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
480,0.905,0.55,2.304603099822998,spdsw,500,500,1884,5,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
481,0.85,0.715,4.268564701080322,spdsw,500,500,1884,5,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
482,0.785,0.745,2.29569149017334,spdsw,500,500,1884,5,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
483,0.725,0.665,2.292938232421875,spdsw,500,500,1884,5,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
484,1.0,1.0,0.0,spdsw,500,500,1884,5,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
485,0.59,0.6,2.271559715270996,spdsw,500,500,1884,5,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
486,0.56,0.67,2.2747550010681152,spdsw,500,500,1884,5,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
487,0.49,0.435,2.2489724159240723,spdsw,500,500,1884,5,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
488,0.575,0.505,2.2704508304595947,spdsw,500,500,1884,5,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
489,0.58,0.51,2.2698681354522705,spdsw,500,500,1884,5,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
490,0.505,0.575,2.2472002506256104,spdsw,500,500,1884,5,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
491,0.49,0.47,2.284569263458252,spdsw,500,500,1884,5,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
492,0.84,0.51,2.272387742996216,spdsw,500,500,1884,6,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
493,0.815,0.63,2.238607883453369,spdsw,500,500,1884,6,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
494,0.71,0.695,2.266157388687134,spdsw,500,500,1884,6,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
495,0.655,0.595,2.27519154548645,spdsw,500,500,1884,6,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
496,0.575,0.505,2.274786949157715,spdsw,500,500,1884,6,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
497,1.0,1.0,0.0,spdsw,500,500,1884,6,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
498,0.68,0.66,2.267238140106201,spdsw,500,500,1884,6,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
499,0.55,0.54,2.269460916519165,spdsw,500,500,1884,6,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
500,0.555,0.525,2.244377851486206,spdsw,500,500,1884,6,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
501,0.55,0.58,2.2707931995391846,spdsw,500,500,1884,6,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
502,0.445,0.52,2.2351129055023193,spdsw,500,500,1884,6,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
503,0.49,0.495,2.232875108718872,spdsw,500,500,1884,6,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
504,0.465,0.505,2.2816758155822754,spdsw,500,500,1884,7,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
505,0.585,0.58,2.2576661109924316,spdsw,500,500,1884,7,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
506,0.44,0.535,2.259115695953369,spdsw,500,500,1884,7,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
507,0.545,0.535,2.265343427658081,spdsw,500,500,1884,7,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
508,0.59,0.52,2.2730813026428223,spdsw,500,500,1884,7,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
509,0.525,0.55,2.259296417236328,spdsw,500,500,1884,7,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
510,1.0,1.0,0.0,spdsw,500,500,1884,7,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
511,0.62,0.565,2.274106502532959,spdsw,500,500,1884,7,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
512,0.535,0.505,2.2602996826171875,spdsw,500,500,1884,7,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
513,0.525,0.515,2.2491869926452637,spdsw,500,500,1884,7,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
514,0.545,0.5,2.2531511783599854,spdsw,500,500,1884,7,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
515,0.595,0.535,4.004024505615234,spdsw,500,500,1884,7,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
516,0.675,0.5,2.357757091522217,spdsw,500,500,1884,8,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
517,0.715,0.59,2.2843425273895264,spdsw,500,500,1884,8,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
518,0.57,0.535,2.2625553607940674,spdsw,500,500,1884,8,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
519,0.72,0.71,2.273603677749634,spdsw,500,500,1884,8,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
520,0.545,0.465,2.2837605476379395,spdsw,500,500,1884,8,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
521,0.57,0.54,2.261059522628784,spdsw,500,500,1884,8,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
522,0.535,0.505,2.267334461212158,spdsw,500,500,1884,8,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
523,1.0,1.0,0.0,spdsw,500,500,1884,8,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
524,0.545,0.55,2.2575204372406006,spdsw,500,500,1884,8,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
525,0.605,0.585,2.2568535804748535,spdsw,500,500,1884,8,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
526,0.53,0.535,2.262974977493286,spdsw,500,500,1884,8,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
527,0.57,0.5,2.2595667839050293,spdsw,500,500,1884,8,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
528,0.91,0.5,2.2363123893737793,spdsw,500,500,1884,9,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
529,0.77,0.77,2.2680535316467285,spdsw,500,500,1884,9,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
530,0.58,0.595,2.276129722595215,spdsw,500,500,1884,9,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
531,0.675,0.745,2.2446813583374023,spdsw,500,500,1884,9,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
532,0.595,0.51,2.233853340148926,spdsw,500,500,1884,9,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
533,0.585,0.56,2.2413713932037354,spdsw,500,500,1884,9,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
534,0.505,0.595,2.2242887020111084,spdsw,500,500,1884,9,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
535,0.545,0.545,2.2647922039031982,spdsw,500,500,1884,9,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
536,1.0,1.0,0.0,spdsw,500,500,1884,9,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
537,0.51,0.6,2.261260747909546,spdsw,500,500,1884,9,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
538,0.425,0.45,2.261636972427368,spdsw,500,500,1884,9,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
539,0.53,0.57,2.2619869709014893,spdsw,500,500,1884,9,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
540,0.875,0.5,2.2583343982696533,spdsw,500,500,1884,10,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
541,0.78,0.575,2.2684106826782227,spdsw,500,500,1884,10,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
542,0.555,0.58,2.2883052825927734,spdsw,500,500,1884,10,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
543,0.615,0.665,2.2654170989990234,spdsw,500,500,1884,10,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
544,0.585,0.5,2.277747392654419,spdsw,500,500,1884,10,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
545,0.54,0.535,2.2325704097747803,spdsw,500,500,1884,10,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
546,0.51,0.525,2.2958171367645264,spdsw,500,500,1884,10,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
547,0.58,0.595,2.2647297382354736,spdsw,500,500,1884,10,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
548,0.575,0.53,2.2320926189422607,spdsw,500,500,1884,10,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
549,1.0,1.0,0.0,spdsw,500,500,1884,10,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
550,0.56,0.48,2.2410483360290527,spdsw,500,500,1884,10,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
551,0.475,0.51,2.2601211071014404,spdsw,500,500,1884,10,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
552,0.435,0.5,2.254845142364502,spdsw,500,500,1884,11,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
553,0.57,0.565,2.258543014526367,spdsw,500,500,1884,11,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
554,0.425,0.47,2.296093702316284,spdsw,500,500,1884,11,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
555,0.585,0.58,2.2372233867645264,spdsw,500,500,1884,11,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
556,0.48,0.505,2.2422165870666504,spdsw,500,500,1884,11,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
557,0.46,0.47,2.2812349796295166,spdsw,500,500,1884,11,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
558,0.425,0.415,2.246868371963501,spdsw,500,500,1884,11,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
559,0.5,0.625,2.2464122772216797,spdsw,500,500,1884,11,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
560,0.475,0.49,2.238274335861206,spdsw,500,500,1884,11,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
561,0.565,0.535,2.238790273666382,spdsw,500,500,1884,11,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
562,1.0,1.0,0.0,spdsw,500,500,1884,11,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
563,0.435,0.46,2.2860851287841797,spdsw,500,500,1884,11,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
564,0.455,0.545,9.121131181716919,spdsw,500,500,1884,12,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
565,0.61,0.46,2.2793140411376953,spdsw,500,500,1884,12,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
566,0.55,0.495,2.270404815673828,spdsw,500,500,1884,12,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
567,0.425,0.325,2.251004695892334,spdsw,500,500,1884,12,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
568,0.49,0.465,2.255643844604492,spdsw,500,500,1884,12,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
569,0.525,0.5,2.255066394805908,spdsw,500,500,1884,12,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
570,0.52,0.55,2.257676601409912,spdsw,500,500,1884,12,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
571,0.54,0.505,2.437333583831787,spdsw,500,500,1884,12,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
572,0.565,0.595,2.250271797180176,spdsw,500,500,1884,12,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
573,0.47,0.52,2.245856761932373,spdsw,500,500,1884,12,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
574,0.4,0.385,2.2659783363342285,spdsw,500,500,1884,12,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
575,1.0,1.0,0.0,spdsw,500,500,1884,12,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
576,1.0,1.0,0.0,spdsw,500,500,929,1,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
577,0.93,0.5,2.23418927192688,spdsw,500,500,929,1,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
578,0.865,0.505,3.622797966003418,spdsw,500,500,929,1,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
579,0.81,0.5,2.304978370666504,spdsw,500,500,929,1,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
580,0.76,0.5,2.271616220474243,spdsw,500,500,929,1,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
581,0.53,0.515,2.288829803466797,spdsw,500,500,929,1,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
582,0.54,0.5,2.332287549972534,spdsw,500,500,929,1,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
583,0.585,0.5,2.267845869064331,spdsw,500,500,929,1,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
584,0.615,0.5,2.2700181007385254,spdsw,500,500,929,1,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
585,0.61,0.5,2.2603044509887695,spdsw,500,500,929,1,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
586,0.535,0.5,2.2407939434051514,spdsw,500,500,929,1,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
587,0.535,0.5,2.2650203704833984,spdsw,500,500,929,1,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
