,align,no_align,time,distance,n_proj,n_epochs,seed,subject,target_subject,multifreq,reg,dataset,resample,epoch_tmin,epoch_tmax,cov_fs,cov_time_window,cross_subject,lr
192,0.935,0.55,2.3370180130004883,spdsw,500,500,7490,5,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
193,0.88,0.715,2.356912136077881,spdsw,500,500,7490,5,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
194,0.785,0.745,2.2821578979492188,spdsw,500,500,7490,5,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
195,0.75,0.665,2.30586838722229,spdsw,500,500,7490,5,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
196,1.0,1.0,0.0,spdsw,500,500,7490,5,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
197,0.585,0.6,2.2939703464508057,spdsw,500,500,7490,5,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
198,0.685,0.67,2.3474574089050293,spdsw,500,500,7490,5,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
199,0.535,0.435,2.3552162647247314,spdsw,500,500,7490,5,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
200,0.555,0.505,2.323233127593994,spdsw,500,500,7490,5,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
201,0.525,0.51,2.289515256881714,spdsw,500,500,7490,5,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
202,0.48,0.575,2.4167425632476807,spdsw,500,500,7490,5,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
203,0.53,0.47,2.3252954483032227,spdsw,500,500,7490,5,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
204,0.875,0.51,2.286057233810425,spdsw,500,500,7490,6,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
205,0.795,0.63,2.2990803718566895,spdsw,500,500,7490,6,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
206,0.7,0.695,2.3348827362060547,spdsw,500,500,7490,6,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
207,0.725,0.595,2.338405132293701,spdsw,500,500,7490,6,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
208,0.67,0.505,2.320838212966919,spdsw,500,500,7490,6,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
209,1.0,1.0,0.0,spdsw,500,500,7490,6,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
210,0.63,0.66,2.3373050689697266,spdsw,500,500,7490,6,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
211,0.595,0.54,2.264091730117798,spdsw,500,500,7490,6,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
212,0.59,0.525,2.2675833702087402,spdsw,500,500,7490,6,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
213,0.6,0.58,2.2780120372772217,spdsw,500,500,7490,6,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
214,0.455,0.52,2.246241331100464,spdsw,500,500,7490,6,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
215,0.495,0.495,4.023674488067627,spdsw,500,500,7490,6,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
216,0.68,0.505,2.3558156490325928,spdsw,500,500,7490,7,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
217,0.67,0.58,2.2882277965545654,spdsw,500,500,7490,7,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
218,0.565,0.535,2.2742910385131836,spdsw,500,500,7490,7,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
219,0.61,0.535,2.3434295654296875,spdsw,500,500,7490,7,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
220,0.62,0.52,2.2526228427886963,spdsw,500,500,7490,7,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
221,0.6,0.55,2.254878044128418,spdsw,500,500,7490,7,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
222,1.0,1.0,0.0,spdsw,500,500,7490,7,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
223,0.505,0.565,2.346251964569092,spdsw,500,500,7490,7,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
224,0.495,0.505,2.2557780742645264,spdsw,500,500,7490,7,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
225,0.56,0.515,2.2697372436523438,spdsw,500,500,7490,7,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
226,0.545,0.5,2.48744797706604,spdsw,500,500,7490,7,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
227,0.54,0.535,2.257723093032837,spdsw,500,500,7490,7,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
228,0.585,0.5,2.2708170413970947,spdsw,500,500,7490,8,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
229,0.645,0.59,2.3382720947265625,spdsw,500,500,7490,8,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
230,0.575,0.535,2.277026653289795,spdsw,500,500,7490,8,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
231,0.725,0.71,2.3721306324005127,spdsw,500,500,7490,8,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
232,0.47,0.465,2.2968251705169678,spdsw,500,500,7490,8,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
233,0.565,0.54,2.3516933917999268,spdsw,500,500,7490,8,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
234,0.695,0.505,2.308943271636963,spdsw,500,500,7490,8,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
235,1.0,1.0,0.0,spdsw,500,500,7490,8,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
236,0.53,0.55,2.331953287124634,spdsw,500,500,7490,8,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
237,0.56,0.585,2.2676079273223877,spdsw,500,500,7490,8,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
238,0.505,0.535,2.3916099071502686,spdsw,500,500,7490,8,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
239,0.6,0.5,2.288900852203369,spdsw,500,500,7490,8,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
240,0.96,0.5,2.3951847553253174,spdsw,500,500,7490,9,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
241,0.81,0.77,2.270128011703491,spdsw,500,500,7490,9,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
242,0.8,0.595,2.268174648284912,spdsw,500,500,7490,9,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
243,0.75,0.745,2.2726972103118896,spdsw,500,500,7490,9,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
244,0.595,0.51,2.276625394821167,spdsw,500,500,7490,9,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
245,0.59,0.56,2.3050732612609863,spdsw,500,500,7490,9,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
246,0.545,0.595,2.2590153217315674,spdsw,500,500,7490,9,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
247,0.575,0.545,2.2659614086151123,spdsw,500,500,7490,9,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
248,1.0,1.0,0.0,spdsw,500,500,7490,9,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
249,0.595,0.6,2.2733395099639893,spdsw,500,500,7490,9,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
250,0.37,0.45,2.276448965072632,spdsw,500,500,7490,9,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
251,0.575,0.57,2.274653911590576,spdsw,500,500,7490,9,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
252,0.86,0.5,2.282797336578369,spdsw,500,500,7490,10,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
253,0.775,0.575,2.277921676635742,spdsw,500,500,7490,10,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
254,0.5,0.58,2.338322639465332,spdsw,500,500,7490,10,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
255,0.685,0.665,2.2448062896728516,spdsw,500,500,7490,10,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
256,0.545,0.5,2.341423273086548,spdsw,500,500,7490,10,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
257,0.535,0.535,2.2632155418395996,spdsw,500,500,7490,10,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
258,0.565,0.525,2.2778689861297607,spdsw,500,500,7490,10,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
259,0.54,0.595,2.305968761444092,spdsw,500,500,7490,10,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
260,0.505,0.53,2.273306369781494,spdsw,500,500,7490,10,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
261,1.0,1.0,0.0,spdsw,500,500,7490,10,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
262,0.605,0.48,2.277979612350464,spdsw,500,500,7490,10,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
263,0.485,0.51,2.269319534301758,spdsw,500,500,7490,10,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
264,0.44,0.5,2.269709825515747,spdsw,500,500,7490,11,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
265,0.68,0.565,2.2552850246429443,spdsw,500,500,7490,11,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
266,0.425,0.47,2.3613903522491455,spdsw,500,500,7490,11,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
267,0.655,0.58,2.2615880966186523,spdsw,500,500,7490,11,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
268,0.5,0.505,2.2731668949127197,spdsw,500,500,7490,11,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
269,0.485,0.47,2.275313138961792,spdsw,500,500,7490,11,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
270,0.43,0.415,2.2513787746429443,spdsw,500,500,7490,11,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
271,0.57,0.625,2.2985546588897705,spdsw,500,500,7490,11,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
272,0.4,0.49,2.270704746246338,spdsw,500,500,7490,11,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
273,0.585,0.535,2.316659688949585,spdsw,500,500,7490,11,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
274,1.0,1.0,0.0,spdsw,500,500,7490,11,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
275,0.37,0.46,2.276143789291382,spdsw,500,500,7490,11,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
276,0.635,0.545,2.271968364715576,spdsw,500,500,7490,12,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
277,0.41,0.46,2.273090124130249,spdsw,500,500,7490,12,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
278,0.625,0.495,2.2700345516204834,spdsw,500,500,7490,12,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
279,0.38,0.325,2.3148951530456543,spdsw,500,500,7490,12,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
280,0.44,0.465,2.2544896602630615,spdsw,500,500,7490,12,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
281,0.52,0.5,2.260910749435425,spdsw,500,500,7490,12,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
282,0.515,0.55,2.363456964492798,spdsw,500,500,7490,12,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
283,0.51,0.505,2.2778778076171875,spdsw,500,500,7490,12,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
284,0.515,0.595,2.3228259086608887,spdsw,500,500,7490,12,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
285,0.545,0.52,2.2642650604248047,spdsw,500,500,7490,12,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
286,0.38,0.385,2.320796251296997,spdsw,500,500,7490,12,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
287,1.0,1.0,0.0,spdsw,500,500,7490,12,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
288,1.0,1.0,0.0,spdsw,500,500,7066,1,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
289,0.93,0.5,2.353452682495117,spdsw,500,500,7066,1,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
290,0.815,0.505,2.273690700531006,spdsw,500,500,7066,1,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
291,0.825,0.5,2.261530876159668,spdsw,500,500,7066,1,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
292,0.695,0.5,2.339928388595581,spdsw,500,500,7066,1,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
293,0.51,0.515,2.271883249282837,spdsw,500,500,7066,1,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
294,0.59,0.5,2.2643799781799316,spdsw,500,500,7066,1,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
295,0.55,0.5,2.271906852722168,spdsw,500,500,7066,1,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
296,0.605,0.5,2.3553688526153564,spdsw,500,500,7066,1,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
297,0.625,0.5,2.2768208980560303,spdsw,500,500,7066,1,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
298,0.505,0.5,2.2723939418792725,spdsw,500,500,7066,1,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
299,0.53,0.5,2.3660285472869873,spdsw,500,500,7066,1,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
300,0.975,0.5,2.2720375061035156,spdsw,500,500,7066,2,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
301,1.0,1.0,0.0,spdsw,500,500,7066,2,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
302,0.87,0.64,2.2674336433410645,spdsw,500,500,7066,2,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
303,0.85,0.82,2.261132001876831,spdsw,500,500,7066,2,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
304,0.66,0.51,2.297513723373413,spdsw,500,500,7066,2,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
305,0.57,0.5,2.291928768157959,spdsw,500,500,7066,2,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
306,0.635,0.605,2.268442153930664,spdsw,500,500,7066,2,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
307,0.52,0.52,2.307629346847534,spdsw,500,500,7066,2,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
308,0.545,0.575,2.281609058380127,spdsw,500,500,7066,2,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
309,0.585,0.565,2.2693800926208496,spdsw,500,500,7066,2,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
310,0.515,0.51,2.297329902648926,spdsw,500,500,7066,2,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
311,0.565,0.51,2.299443483352661,spdsw,500,500,7066,2,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
312,0.96,0.83,4.142965078353882,spdsw,500,500,7066,3,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
313,0.91,0.605,2.2739226818084717,spdsw,500,500,7066,3,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
314,1.0,1.0,0.0,spdsw,500,500,7066,3,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
315,0.785,0.61,2.268282175064087,spdsw,500,500,7066,3,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
316,0.68,0.5,2.255126714706421,spdsw,500,500,7066,3,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
317,0.565,0.545,2.3165128231048584,spdsw,500,500,7066,3,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
318,0.53,0.51,2.269857883453369,spdsw,500,500,7066,3,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
319,0.56,0.5,2.292602062225342,spdsw,500,500,7066,3,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
320,0.64,0.5,2.320497989654541,spdsw,500,500,7066,3,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
321,0.535,0.5,2.2679004669189453,spdsw,500,500,7066,3,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
322,0.415,0.5,2.2541656494140625,spdsw,500,500,7066,3,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
323,0.56,0.5,2.352104425430298,spdsw,500,500,7066,3,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
324,0.915,0.5,2.274717330932617,spdsw,500,500,7066,4,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
325,0.81,0.82,2.2565014362335205,spdsw,500,500,7066,4,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
326,0.765,0.655,2.3402538299560547,spdsw,500,500,7066,4,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
327,1.0,1.0,0.0,spdsw,500,500,7066,4,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
328,0.64,0.505,2.261049509048462,spdsw,500,500,7066,4,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
329,0.545,0.535,2.259003162384033,spdsw,500,500,7066,4,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
330,0.56,0.58,2.3193254470825195,spdsw,500,500,7066,4,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
331,0.49,0.495,2.279531717300415,spdsw,500,500,7066,4,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
332,0.585,0.54,2.2564797401428223,spdsw,500,500,7066,4,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
333,0.575,0.565,2.306265115737915,spdsw,500,500,7066,4,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
334,0.53,0.54,2.264037847518921,spdsw,500,500,7066,4,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
335,0.51,0.515,2.2722320556640625,spdsw,500,500,7066,4,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
336,0.915,0.55,2.2977170944213867,spdsw,500,500,7066,5,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
337,0.855,0.715,2.260157346725464,spdsw,500,500,7066,5,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
338,0.795,0.745,2.240222692489624,spdsw,500,500,7066,5,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
339,0.73,0.665,2.308473587036133,spdsw,500,500,7066,5,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
340,1.0,1.0,0.0,spdsw,500,500,7066,5,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
341,0.585,0.6,2.2653250694274902,spdsw,500,500,7066,5,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
342,0.67,0.67,2.256626844406128,spdsw,500,500,7066,5,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
343,0.475,0.435,2.2644765377044678,spdsw,500,500,7066,5,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
344,0.57,0.505,2.265425682067871,spdsw,500,500,7066,5,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
345,0.48,0.51,2.3199079036712646,spdsw,500,500,7066,5,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
346,0.515,0.575,2.4650771617889404,spdsw,500,500,7066,5,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
347,0.51,0.47,2.2702953815460205,spdsw,500,500,7066,5,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
348,0.855,0.51,2.2658209800720215,spdsw,500,500,7066,6,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
349,0.785,0.63,2.259089231491089,spdsw,500,500,7066,6,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
350,0.715,0.695,2.385831594467163,spdsw,500,500,7066,6,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
351,0.69,0.595,2.264963388442993,spdsw,500,500,7066,6,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
352,0.65,0.505,2.332500457763672,spdsw,500,500,7066,6,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
353,1.0,1.0,0.0,spdsw,500,500,7066,6,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
354,0.66,0.66,2.288931131362915,spdsw,500,500,7066,6,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
355,0.565,0.54,2.2921555042266846,spdsw,500,500,7066,6,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
356,0.56,0.525,2.321098566055298,spdsw,500,500,7066,6,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
357,0.535,0.58,2.2623651027679443,spdsw,500,500,7066,6,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
358,0.43,0.52,2.2882566452026367,spdsw,500,500,7066,6,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
359,0.51,0.495,2.2939951419830322,spdsw,500,500,7066,6,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
360,0.495,0.505,2.318244695663452,spdsw,500,500,7066,7,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
361,0.665,0.58,2.330338716506958,spdsw,500,500,7066,7,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
362,0.61,0.535,2.263533115386963,spdsw,500,500,7066,7,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
363,0.575,0.535,2.2709641456604004,spdsw,500,500,7066,7,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
364,0.555,0.52,2.2656524181365967,spdsw,500,500,7066,7,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
365,0.55,0.55,2.2740120887756348,spdsw,500,500,7066,7,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
366,1.0,1.0,0.0,spdsw,500,500,7066,7,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
367,0.59,0.565,2.2694690227508545,spdsw,500,500,7066,7,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
368,0.485,0.505,2.2573318481445312,spdsw,500,500,7066,7,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
369,0.54,0.515,2.2703680992126465,spdsw,500,500,7066,7,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
370,0.465,0.5,2.2703299522399902,spdsw,500,500,7066,7,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
371,0.535,0.535,2.266059398651123,spdsw,500,500,7066,7,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
372,0.7,0.5,2.2581429481506348,spdsw,500,500,7066,8,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
373,0.61,0.59,2.2642624378204346,spdsw,500,500,7066,8,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
374,0.575,0.535,2.3152122497558594,spdsw,500,500,7066,8,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
375,0.685,0.71,2.2680275440216064,spdsw,500,500,7066,8,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
376,0.41,0.465,2.3295249938964844,spdsw,500,500,7066,8,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
377,0.54,0.54,2.2696924209594727,spdsw,500,500,7066,8,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
378,0.48,0.505,2.324761152267456,spdsw,500,500,7066,8,7,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
379,1.0,1.0,0.0,spdsw,500,500,7066,8,8,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
380,0.47,0.55,2.3257925510406494,spdsw,500,500,7066,8,9,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
381,0.615,0.585,2.319898843765259,spdsw,500,500,7066,8,10,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
382,0.505,0.535,2.3634848594665527,spdsw,500,500,7066,8,11,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
383,0.58,0.5,2.33830189704895,spdsw,500,500,7066,8,12,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
384,0.925,0.5,2.3216707706451416,spdsw,500,500,7066,9,1,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
385,0.73,0.77,2.269298791885376,spdsw,500,500,7066,9,2,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
386,0.805,0.595,2.386655807495117,spdsw,500,500,7066,9,3,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
387,0.74,0.745,2.322551965713501,spdsw,500,500,7066,9,4,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
388,0.625,0.51,2.254068374633789,spdsw,500,500,7066,9,5,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
389,0.59,0.56,2.3586506843566895,spdsw,500,500,7066,9,6,False,1.0,bnci2015001,,,,256,"(1.0, 4.0)",True,0.5
